C00104083|17050|2017|190|190|1
C00161414|35216|2017|174|174|1
C00161414|35242|2017|223|223|1
C00161414|35223|2017|375|375|1
C00161414|35242|2017|209|432|2
C00161414|35223|2017|375|1000|2
C00161414|45245|2017|208|208|1
C00275529|78266|2017|536|536|1
C00035691|80202|2017|205|205|1
C00035691|77072|2017|208|208|1
C00035691|77072|2017|208|416|2
C00035691|77072|2017|208|624|3
C00035691|77032|2017|208|208|1
C00035691|77042|2017|190|190|1
C00415026|20006|2017|208|208|1
C00364778|10036|2017|210|210|1
C00364778|10036|2017|208|418|2
C00364778|10036|2017|40|458|3
C00365502|28277|2017|208|208|1
C00365502|24503|2017|208|208|1
C00365502|24551|2017|208|208|1
C00365502|44333|2017|208|208|1
C00033555|31792|2017|96|96|1
C00089136|23226|2017|208|208|1
C00089136|22304|2017|208|208|1
C00089136|23226|2017|208|416|2
C00089136|30305|2017|208|208|1
C00089136|23238|2017|208|208|1
C00089136|23059|2017|208|208|1
C00089136|23113|2017|208|208|1
C00089136|23226|2017|208|624|3
C00089136|23238|2017|208|416|2
C00089136|23059|2017|208|416|2
C00035006|94583|2017|208|208|1
C00035006|94583|2017|208|416|2
C00035006|94583|2017|208|624|3
C00035006|94583|2017|208|832|4
C00035006|94583|2017|208|1040|5
C00035006|94583|2017|208|1248|6
C00035006|94583|2017|208|1456|7
C00035006|94583|2017|208|1664|8
C00035006|94583|2017|208|1872|9
C00035006|94583|2017|208|2080|10
C00035006|94583|2017|208|2288|11
C00035006|94583|2017|208|2496|12
C00035006|94583|2017|208|2704|13
C00035006|94583|2017|208|2912|14
C00035006|94583|2017|208|3120|15
C00035006|94583|2017|208|3328|16
C00035006|94583|2017|208|3536|17
C00035006|94583|2017|208|3744|18
C00035006|94583|2017|208|3952|19
C00035006|94583|2017|208|4160|20
C00035006|94583|2017|208|4368|21
C00035006|94583|2017|208|4576|22
C00035006|94583|2017|208|4784|23
C00035006|94583|2017|208|4992|24
C00035006|94583|2017|208|5200|25
C00035006|94583|2017|208|5408|26
C00035006|94583|2017|208|5616|27
C00035006|94583|2017|208|5824|28
C00035006|94583|2017|208|6032|29
C00035006|94583|2017|208|6240|30
C00035006|94583|2017|208|6448|31
C00035006|94583|2017|208|6656|32
C00035006|94583|2017|208|6864|33
C00035006|94583|2017|208|7072|34
C00035006|94583|2017|208|7280|35
C00035006|94583|2017|208|7488|36
C00035006|94583|2017|208|7696|37
C00035006|94583|2017|208|7904|38
C00117838|60015|2017|211|211|1
C00193433|96815|2017|100|100|1
C00193433|22203|2017|15|15|1
C00193433|97333|2017|50|50|1
C00193433|94708|2017|40|40|1
C00193433|85501|2017|173|173|1
C00193433|20015|2017|100|100|1
C00193433|10516|2017|250|250|1
C00193433|85718|2017|300|300|1
C00193433|29205|2017|150|150|1
C00193433|61525|2017|50|50|1
C00193433|91702|2017|250|250|1
C00193433|94708|2017|40|94|2
C00193433|94025|2017|41|41|1
C00193433|65203|2017|40|40|1
C00193433|33626|2017|50|50|1
C00193433|98127|2017|50|50|1
C00193433|97333|2017|50|100|2
C00193433|10577|2017|250|250|1
C00193433|94114|2017|100|100|1
C00193433|50313|2017|400|400|1
C00193433|65203|2017|40|140|2
C00193433|22206|2017|250|250|1
C00193433|80503|2017|100|100|1
C00193433|12604|2017|100|100|1
C00193433|11218|2017|100|100|1
C00193433|11215|2017|250|250|1
C00193433|11215|2017|250|750|2
C00193433|78636|2017|200|200|1
C00193433|10504|2017|50|50|1
C00193433|95926|2017|1000|1000|1
C00193433|62522|2017|100|100|1
C00193433|53711|2017|100|100|1
C00193433|70360|2017|1500|1500|1
C00193433|98127|2017|50|100|2
C00193433|93546|2017|35|35|1
C00193433|49682|2017|250|250|1
C00193433|11579|2017|100|100|1
C00193433|94708|2017|40|1294|3
C00193433|10023|2017|50|50|1
C00193433|98127|2017|50|200|3
C00193433|86336|2017|15|15|1
C00193433|86336|2017|15|115|2
C00193433|32301|2017|160|160|1
C00193433|55116|2017|250|250|1
C00193433|22314|2017|1000|1000|1
C00193433|95926|2017|100|1100|2
C00193433|11579|2017|100|200|2
C00193433|33975|2017|1200|1200|1
C00193433|95819|2017|15|15|1
C00193433|10023|2017|50|150|2
C00193433|21209|2017|200|200|1
C00193433|90274|2017|250|250|1
C00193433|95472|2017|100|100|1
C00193433|95472|2017|100|600|2
C00193433|94123|2017|100|100|1
C00193433|98033|2017|100|100|1
C00193433|92835|2017|500|500|1
C00394031|95030|2017|208|208|1
C00394031|94022|2017|208|208|1
C00394031|22301|2017|104|104|1
C00394031|94028|2017|208|208|1
C00034157|50322|2017|50|50|1
